id,prediction
0,0.0
1,5.496478136246149
2,5.316347705503068
3,52.80579948733318
4,386.3355391572509
5,875.5142394050603
6,1774.6190379015875
7,2467.8389694640896
8,3409.283969380628
9,2825.553436719372
10,2741.2272432812197
11,3278.468062381715
12,2492.4606587914327
13,2383.0896711448413
14,2328.098342297451
15,1585.4319681649104
16,1167.315565791028
17,633.1893682959727
18,265.44442993403436
19,22.236696760021804
20,3.705797783268057
21,4.9751974701691815
22,0.0
23,0.0
24,0.0
25,0.4137484199574035
26,7.466325334949694
27,120.72370611646643
28,531.7639159541671
29,1252.4235555825246
30,2019.8617278493653
31,2712.2816670679545
32,4009.521075939113
33,4175.960697392195
34,4228.414060781288
35,3999.8035880820844
36,3607.3384593588257
37,3280.505884187019
38,2910.400904530406
39,2862.021099695579
40,2011.860971232189
41,929.117394326223
42,436.3603147999452
43,99.94710924349421
44,7.681133454181368
45,4.384035981489469
46,0.0
47,0.0
48,0.0
49,3.70457473184429
50,27.150085018311
51,256.62192964304927
52,720.3803090733994
53,1717.5419927885648
54,2759.6770518968133
55,3783.005652006959
56,4372.419599023007
57,5111.782689660709
58,4986.1597111435
59,4857.7591023411005
60,4467.7668589844725
61,3802.4413025950903
62,3279.2796541660846
63,2301.63496672688
64,1212.081936035334
65,847.4893061324914
66,448.91898253031627
67,136.58082026190345
68,0.0
69,3.4714059412484937
70,0.0
71,0.0
72,0.0
73,1.5316172334489961
74,17.256112530833573
75,133.32733941508607
76,400.47290751688126
77,1350.7667650090798
78,2283.60908284798
79,3387.082875031576
80,3982.83556758991
81,3336.9174682299245
82,3470.319138290128
83,3393.8925392236397
84,3439.8334105206436
85,2744.454726484614
86,3177.265940766285
87,2862.7243815190122
88,1881.0054800749815
89,901.6134995655857
90,320.7028554417618
91,96.44908272148639
92,3.9503131879611955
93,0.0
94,0.0
95,0.0
96,0.0
97,4.928794259277046
98,56.62594026727305
99,272.4645799488525
100,601.1379017761253
101,1369.2319853879076
102,2834.3489129247628
103,3627.670809751849
104,4437.197923539481
105,4587.058282858841
106,4904.885167692966
107,4771.919977083851
108,4750.50860965082
109,3905.2317010421552
110,3639.004098984149
111,2934.728608568785
112,1984.5602033846806
113,1114.87082633522
114,483.8505741500808
115,205.2330261933699
116,12.940810084642386
117,0.0
118,0.0
119,0.0
120,0.0
121,4.778637058106092
122,71.66474199469596
123,289.85312517964866
124,753.6634020437866
125,1742.0297744971303
126,2866.2933480156807
127,3610.013300615954
128,3742.076231554155
129,3883.4474410960597
130,4099.422304831061
131,3339.0173499726757
132,3186.158931017783
133,3315.3623807158083
134,3374.317930465249
135,2686.3905103368534
136,1467.681406658288
137,1060.9139182727592
138,492.04596154819944
139,203.84470417471692
140,22.434505995205498
141,5.034858312406497
142,0.0
143,0.0
144,0.0
145,4.872531416038955
146,73.53333372227246
147,312.7079067637294
148,743.2346787477916
149,1717.3164636852011
150,2869.373285022606
151,3632.8173078983214
152,4450.540106822091
153,4651.690798293206
154,4413.071992313213
155,4203.41366254099
156,3750.71807183782
157,3167.607108689078
158,3305.177360115224
159,2380.3221905933815
160,1607.6163550920296
161,1018.3569405221723
162,497.6336137777991
163,180.31963298371141
164,17.31495029494072
165,1.8732178950524065
166,0.0
167,0.0
168,0.0
169,2.086634459226954
170,12.413296440544464
171,63.94350204603289
172,137.60371646236882
173,198.28430320196716
174,300.33836023782504
175,416.1876503756159
176,565.8233225012809
177,727.0432670152667
178,778.9569374608749
179,1436.3006176953788
180,1939.1316947442858
181,2340.882224245491
182,1825.615599158858
183,1671.3420887869763
184,1272.4642830821597
185,626.2848598986003
186,379.62941518197044
187,141.22132702900888
188,21.92950210249404
189,3.9640025331089004
190,0.0
191,0.0
192,0.0
193,5.136622873580007
194,37.33927893100015
195,189.16369441919187
196,414.9821302508473
197,650.3712889230036
198,1251.7237779278646
199,2167.029882181279
200,2224.785097557282
201,2151.1418466647906
202,2562.7861619404866
203,1650.003443486719
204,2449.842913712748
205,2679.6630788640214
206,2004.9743367609071
207,1407.6429415358766
208,791.6992367265503
209,403.74499528129945
210,223.0152856538838
211,58.777206482249106
212,8.095472305906132
213,3.6093038324865714
214,0.0
215,0.0
216,0.0
217,4.683915987358479
218,22.759477080531767
219,84.44926846429937
220,210.24605106519567
221,336.04438164400983
222,689.2500080312145
223,1224.2454350659345
224,2009.581713425668
225,2045.9881025377306
226,1673.8517639496208
227,1696.2046178927803
228,1252.8935932325703
229,989.866927305174
230,764.071014205359
231,708.070217267419
232,470.03674414893436
233,249.59242405439042
234,195.64369921428792
235,63.2303385571862
236,5.782458214624787
237,4.302144152535315
238,0.0
239,0.0
240,0.0
241,5.048736874437754
242,21.264334632125937
243,96.45329770573771
244,279.417345065549
245,649.5209490758157
246,1290.4798889546878
247,2160.446589747057
248,2195.3396799164507
249,1935.9154672112463
250,1527.5740179956297
251,1394.0293746080247
252,2014.8851574654755
253,2259.049665990523
254,2100.608008340176
255,1647.1775807066426
256,1330.6849776526685
257,940.7667732876696
258,543.3409734624244
259,234.93491402553727
260,36.16506432287644
261,0.0
262,0.0
263,0.0
264,0.0
265,3.8217670258419094
266,54.238887928452485
267,174.3605962473839
268,362.90465419635774
269,565.6658864081567
270,970.6084246687402
271,1430.359556139496
272,1740.3977743993426
273,1807.2272053229433
274,1641.2664205671113
275,1823.7679564584892
276,1767.8192444551335
277,1096.3149566509846
278,1130.1891677069639
279,934.8911284374109
280,686.8222951082828
281,420.5942841405478
282,246.47948036739194
283,67.3339327285423
284,6.975636971348356
285,17.776138900841005
286,0.0
287,0.0
288,0.0
289,9.138526358650644
290,76.26162349998405
291,161.74409493017075
292,375.66446813374
293,671.6676557822797
294,1283.9335371374775
295,1872.827909666486
296,1683.0875325937889
297,2210.997361538447
298,2500.300136234293
299,2244.604468666024
300,1765.2754021725473
301,1755.3397152660098
302,2000.9228105851441
303,1613.8657920198877
304,1147.2884827730418
305,579.0741699442068
306,376.3987526963504
307,176.54441548996553
308,28.14891913644178
309,2.126505134009969
310,0.0
311,0.0
312,0.0
313,2.79784145543395
314,51.4966657096909
315,182.4364615002602
316,475.1102182721254
317,727.7585304033247
318,1485.1515971538824
319,1926.3521659041908
320,2233.955446019471
321,2961.5693477215245
322,2592.2815455515383
323,2107.504175707617
324,1978.3786942191782
325,1524.2437459857163
326,1128.391959258862
327,798.8976760640305
328,672.874874998282
329,403.9220458845793
330,201.3138980982676
331,80.33299993443225
332,16.313898658726416
333,0.8067496227538666
334,0.0
335,0.0
336,0.0
337,0.0
338,20.50898254283109
339,59.30718489623849
340,221.88052735276548
341,481.7698621643376
342,846.2696135925252
343,1082.8284684485407
344,1104.1787750326157
345,1634.3359653313169
346,1445.2846796471433
347,1815.3561044946957
348,1859.0848683260251
349,1822.871785294139
350,1465.5239891676572
351,1237.8705245303206
352,823.6793850868813
353,441.46569994635684
354,281.3172888857049
355,111.1612366045369
356,24.486245477004804
357,0.8527229499231392
358,0.0
359,0.0
360,0.0
361,5.118784432323793
362,42.05786205334784
363,134.26512610619565
364,334.875635220886
365,506.0927587934291
366,733.8170949801436
